seed,control,accuracy,f1_macro
1,random_neighbors,0.7799824186864247,0.3813450911233308
1,shuffled_labels,0.7885219138515634,0.3875305249423893
2,random_neighbors,0.7305035790531207,0.3409704002449538
2,shuffled_labels,0.7630290091673992,0.3508533166332453
3,random_neighbors,0.7292477709406002,0.3395986670308701
3,shuffled_labels,0.6811503202310687,0.309526724816283
